eett,latitude,longitude
330042,40.299228,21.792746
330042,40.299228,21.792746
330042,40.299228,21.792746
60566,37.978211,23.769156
60571,37.976641,23.768437
66585,38.005103,23.723207
66614,38.019148,23.722892
150195,39.070962,22.545009
150145,38.905935,22.509392
63208,38.130264,23.762531
330134,40.256301,21.913362
60262,37.997519,23.716955
500142,39.70816,21.693805
380069,39.223582,26.047733
64972,38.014892,23.682785
63275,38.026447,23.691304
310023,40.993214,22.875728
63254,38.02405,23.69017
10268,38.137937,21.589314
63041,37.996363,23.774118
63033,37.997269,23.777956
63088,38.02553,23.833973
130269,38.397246,23.620968
60023,38.247618,23.697564
210006,38.371315,26.136303
330042,40.299228,21.792746
61032,37.916803,23.731667
110233,36.024452,27.921141
10140,38.205988,22.0624
410042,37.034498,22.111926
110179,36.450091,28.222448
460083,35.366751,24.525349
63210,38.112085,23.759242
20345,38.868739,20.802229
240105,35.341156,25.136336
240105,35.341156,25.136336
200120,35.523167,23.847362
360071,39.759193,22.579192
190078,39.987516,23.616935
70110,38.341513,23.673103
330083,40.513196,21.680117
65223,38.022752,23.754427
130249,38.633333,24.103557
10238,38.245369,21.735276
10238,38.245369,21.735276
91471,40.625971,23.493354
90116,40.495495,22.986868
90073,40.61237,22.96756
60263,37.972506,23.647313
60200,37.993717,23.766011
340031,37.836826,24.936311
62406,38.096187,23.880528
64682,38.060109,23.736811
60170,37.889579,23.755293
61184,37.891601,23.774293
510073,41.10623,24.865984
250275,39.68319,20.834757
250276,39.681991,20.833936
420035,37.500276,23.452339
80075,39.528636,20.330592
10126,38.239045,21.983991
210034,38.404552,26.132212
40070,37.63459,21.874756
250308,39.687609,20.812152
10346,38.214617,21.732832
90093,40.42387,22.925093
66446,37.976676,23.742668
190020,40.240536,23.284456
91464,40.627248,23.055295
20387,38.472137,21.668592
400093,39.149254,23.192864
150066,38.862133,22.198894
210006,38.371315,26.136303
61552,37.991192,23.876419
520051,37.816716,20.864502
520060,37.763342,20.926071
380186,39.106017,26.558664
10383,38.202966,21.704819
10434,38.211942,21.7188
350358,37.074908,22.430664
250277,39.685437,20.83231
250278,39.681488,20.829769
500116,39.847529,21.691941
120276,41.645567,26.475641
10388,38.197005,21.698269
130266,38.575784,24.061356
380091,39.212465,26.461758
64673,38.05613,23.733299
66448,37.979127,23.744713
260090,40.935751,24.394378
150152,38.759488,22.859147
60572,37.979454,23.763451
60573,37.979003,23.765287
60574,37.978,23.764307
65221,38.018905,23.756628
60252,38.154856,23.964179
60262,37.997519,23.716955
360101,39.636192,22.421966
360101,39.636192,22.421966
360101,39.636192,22.421966
360101,39.636192,22.421966
10384,38.198607,21.708914
460028,35.358543,24.571014
280091,40.435057,21.327678
450042,38.955495,20.753068
10201,37.987783,21.573125
210006,38.371315,26.136303
320020,37.808225,22.869352
250120,39.695325,20.848322
240103,35.328471,25.136269
220035,37.657706,21.319241
10317,38.189084,21.690563
64354,38.119184,23.745348
64356,38.116518,23.756323
90037,40.748454,23.069701
90098,40.585098,22.9597
400078,39.361904,22.946673
400078,39.361904,22.946673
64349,38.123668,23.754666
430101,40.804019,22.045246
60268,38.283837,23.86524
60263,37.972506,23.647313
62404,38.098184,23.888064
90102,40.766373,22.709441
380063,39.907737,25.200781
63261,38.02282,23.692824
120211,40.848246,25.849978
470112,41.117564,25.414709
63260,38.027611,23.691169
440004,40.189198,22.482211
65948,37.956899,23.749598
360004,39.719308,22.757545
10342,38.21395,21.729012
62988,37.996853,23.77831
62998,37.995878,23.778733
63122,38.011949,23.843079
200151,35.520056,23.879344
64357,38.114524,23.751018
66633,38.008984,23.729492
64359,38.112642,23.749989
61219,37.886089,23.75234
300014,39.619755,19.919074
60263,37.972506,23.647313
380180,39.112239,26.549429
66599,38.014028,23.721437
66610,38.018195,23.72523
66607,38.018879,23.72055
60014,37.994463,23.674592
60014,37.994463,23.674592
60014,37.994463,23.674592
65926,38.083416,23.806637
520142,37.79917,20.798116
430013,40.79592,22.415238
65259,38.017121,23.758943
60580,37.978391,23.765867
60262,37.997519,23.716955
280008,40.520598,21.266574
120008,40.847582,25.83469
90094,40.654458,22.926833
60272,37.985864,23.72381
62075,37.962081,23.913579
400082,39.366872,22.954572
400082,39.366872,22.954572
63523,38.071921,23.78668
100131,41.142186,24.144579
250294,39.677876,20.83486
250295,39.67943,20.833397
65927,38.084822,23.805684
65934,38.08939,23.802123
60485,37.972188,23.776243
63866,38.0056,23.868569
63898,37.833736,23.812085
64678,38.058607,23.733959
380184,39.107277,26.557952
64679,38.057271,23.737922
60262,37.997519,23.716955
280001,40.455143,21.257794
60218,38.112772,23.981113
60250,37.790985,23.880972
520052,37.811773,20.872401
520143,37.793998,20.780167
220081,37.673441,21.4379
410078,37.052502,22.008352
60301,38.00499,23.424833
10392,38.198835,21.714775
250305,39.674858,20.815418
120278,41.645245,26.473817
60256,38.031404,23.709343
60195,37.97626,23.710291
380185,39.108119,26.558976
60251,37.947083,23.715529
63957,37.815721,23.79939
320039,38.011051,22.751111
410138,36.824975,22.280632
60578,37.978788,23.766705
320118,37.976901,22.977173
520144,37.795905,20.817254
520146,37.823139,20.771441
520147,37.836516,20.781102
520148,37.818159,20.762689
240103,35.328471,25.136269
360081,39.623152,22.5332
490064,41.184383,23.281635
400136,39.004097,22.96624
50134,39.142507,20.966867
400064,39.163847,23.487525
360088,39.630483,22.409969
240103,35.328471,25.136269
66163,37.955675,23.753643
60156,37.962081,23.913579
60195,37.97626,23.710291
64362,38.133523,23.753907
260071,40.963524,24.512518
370074,35.097472,25.688694
30092,37.597701,22.841004
60262,37.997519,23.716955
60262,37.997519,23.716955
110081,35.505851,27.210922
90077,40.480945,23.138748
60439,37.978567,23.765978
66604,38.015415,23.722135
420120,37.957766,23.630119
150182,38.955348,22.9676
420186,37.95692,23.633828
10238,38.245369,21.735276
420071,37.952937,23.630392
420071,37.952937,23.630392
90131,40.690955,22.999752
66166,37.959108,23.751093
62338,37.929342,23.710394
410160,36.860642,21.921675
90438,40.545867,23.020418
65949,37.95526,23.748222
30014,37.633725,22.73001
280040,40.414183,21.380343
60262,37.997519,23.716955
60262,37.997519,23.716955
240393,35.021622,25.512889
30039,37.378821,23.159472
400109,39.2666,23.287736
80012,39.503707,20.263673
400132,39.374487,22.934747
10238,38.245369,21.735276
62291,37.929776,23.68991
62332,37.927145,23.701533
66151,37.958572,23.752359
60663,37.983364,23.768636
63865,38.005786,23.870332
63858,38.003013,23.886041
60486,37.972026,23.777229
110070,36.953039,26.980266
130508,38.380801,23.629703
250240,39.509473,21.14587
290013,38.177861,20.487443
60200,37.993717,23.766011
250031,39.548674,21.011355
210058,38.5725,25.943861
80005,39.600138,20.307707
200123,35.519556,23.928857
61414,37.861492,23.751072
330071,40.197672,21.141525
70307,38.494695,22.987938
90572,40.680471,22.794793
63885,37.830999,23.801337
10200,37.939075,21.677232
61445,37.861402,23.755158
330102,40.262266,21.325431
61423,37.854374,23.752989
90774,40.712813,23.031705
470155,41.104278,25.426965
470157,41.096477,25.455349
470162,41.089748,25.408161
60269,38.214113,23.875824
63485,38.065003,23.770181
64192,37.949081,23.673412
460172,35.362985,24.487331
66134,37.966518,23.90886
90073,40.61237,22.96756
90763,40.839506,22.65265
260199,40.941891,24.408844
150287,38.894965,22.427932
150288,38.894158,22.429906
150294,38.896725,22.427365
64049,37.934367,23.710928
50013,39.162147,20.985769
120011,41.348682,26.493696
90072,40.633778,22.944027
320118,37.976901,22.977173
130518,38.406545,23.607171
320091,38.077926,22.63089
380164,39.098584,26.55328
380179,39.1157,26.552746
380165,39.09709,26.551078
90119,40.754821,23.131
380166,39.096955,26.553027
380167,39.097062,26.556081
380178,39.113153,26.551662
60079,37.972769,23.221518
67126,38.043077,23.753526
64272,37.955243,23.660945
190157,40.36673,23.66493
420066,37.538723,23.291253
220081,37.673441,21.4379
420336,37.94211,23.643967
270004,39.119668,22.097442
60281,37.866011,23.746916
420339,37.941872,23.643081
61147,37.897175,23.762048
70306,38.49348,22.985329
320039,38.011051,22.751111
30014,37.633725,22.73001
62427,38.118149,23.875612
62428,38.114994,23.88289
170003,38.365301,22.293602
240189,35.342124,25.134319
63835,38.006723,23.882897
66511,37.966037,23.770315
150149,38.606496,22.714329
410322,36.957203,21.789099
200063,35.398937,24.103608
64494,38.041636,23.688734
64654,38.037029,23.667463
220031,37.634677,21.670633
150038,38.710324,22.934973
410346,36.994842,22.155702
90049,40.503906,22.926587
90109,40.615029,22.956364
220010,37.484398,21.905548
250056,39.652178,20.842256
64528,38.042903,23.68368
60034,38.045126,23.804014
64072,37.952719,23.714769
50125,39.37182,21.18361
360132,39.523636,22.366705
64078,37.950576,23.719
64538,38.048298,23.680267
490146,41.081089,23.534998
64645,38.032293,23.673232
190026,40.324998,23.983043
61393,37.871613,23.737489
64823,38.002656,23.693633
180024,40.084763,21.425523
220002,37.860524,21.649318
60192,37.997205,23.796123
420342,37.941308,23.644405
340303,37.012746,25.235307
130149,38.596476,23.549114
380159,39.135667,26.503667
20313,38.471239,21.26001
230087,40.629465,22.062136
230112,40.625104,22.068711
200080,35.292633,23.644195
90959,40.609105,22.96153
40060,37.45529,22.409489
470124,41.121748,25.401064
490139,41.079936,23.547112
470119,41.111206,25.405781
490147,41.081909,23.529671
510094,41.139304,24.888621
64541,38.043909,23.683871
64644,38.031496,23.672196
10515,38.22656,21.743957
130256,38.471441,23.64872
350198,36.860564,22.706113
130059,38.462286,23.594232
130059,38.462286,23.594232
340359,37.483623,25.321474
60459,37.974801,23.777666
60467,37.975432,23.774712
130059,38.462286,23.594232
61514,38.074232,23.786578
130019,38.410493,24.037125
40245,37.681935,22.025803
160021,40.834785,21.139161
63926,37.832474,23.823304
470120,41.109953,25.403377
470172,41.126982,25.397859
470173,41.125649,25.396148
280110,40.504416,21.252038
60316,38.335955,23.723965
220132,37.853898,21.256621
150295,38.894587,22.434877
150289,38.901441,22.431399
420328,37.942986,23.645697
420331,37.94244,23.645318
90073,40.61237,22.96756
90106,40.584704,23.031382
90100,40.639976,22.934314
120033,41.501716,26.531983
310023,40.993214,22.875728
68035,37.972506,23.647313
30048,37.565198,22.801926
30048,37.565198,22.801926
300042,39.777217,19.74763
190296,40.307962,23.085105
380168,39.095525,26.549813
63556,38.048605,23.765569
62938,38.008146,23.796082
66481,37.968601,23.756439
150406,38.891964,22.724352
170125,38.346011,22.210829
60233,37.952261,23.705442
500391,39.496612,21.784151
260016,40.858927,24.706217
67127,38.043077,23.753526
67128,38.043077,23.753526
67129,38.043077,23.753526
64305,37.960151,23.688948
90109,40.615029,22.956364
90098,40.585098,22.9597
90022,40.558248,22.987884
90103,40.597768,22.965018
60277,38.130942,23.858555
91417,40.630467,23.207292
250247,39.549216,20.871055
330149,40.328037,21.711423
40119,37.507227,22.376137
130510,38.380978,23.627501
67241,38.069396,23.698765
190028,40.37895,23.440378
63836,38.00551,23.883972
63839,38.003941,23.896451
360088,39.630483,22.409969
50200,39.15513,20.985448
230052,40.557482,22.472179
64498,38.042003,23.685979
64502,38.043077,23.688294
64651,38.0378,23.669522
220007,37.795263,21.349432
64504,38.044106,23.689361
60369,38.057105,23.259484
220122,37.519651,21.845379
420077,37.936331,23.637656
230113,40.625484,22.06661
120011,41.348682,26.493696
60212,38.053502,23.767037
70055,38.308805,23.63758
410042,37.034498,22.111926
130511,38.375945,23.628607
300014,39.619755,19.919074
240103,35.328471,25.136269
190049,40.42469,23.324282
60831,37.840744,23.765322
60199,37.989594,23.665008
400082,39.366872,22.954572
400082,39.366872,22.954572
61185,37.896888,23.772793
61222,37.88627,23.759966
60251,37.947083,23.715529
330083,40.513196,21.680117
330083,40.513196,21.680117
340271,37.114468,25.207352
200287,35.505911,24.017821
200288,35.506901,24.014619
340273,37.11564,25.246056
340301,37.093237,25.244442
60277,38.130942,23.858555
310023,40.993214,22.875728
90094,40.654458,22.926833
90880,40.6396,22.94806
200051,35.470284,23.601116
90881,40.640498,22.950108
30048,37.565198,22.801926
65404,38.013854,23.671974
260221,40.937224,24.42425
60805,37.841479,23.782065
60297,37.844169,23.927833
60256,38.031404,23.709343
470232,41.090768,25.14952
10330,38.220314,21.745792
410042,37.034498,22.111926
90022,40.558248,22.987884
250280,39.647489,20.843489
380176,39.0973,26.547554
360043,39.639308,22.41592
90775,40.699974,23.049525
90863,40.705961,23.040339
510084,40.933267,24.947513
91418,40.628671,23.218657
91415,40.635046,23.246331
63930,37.822789,23.803817
60257,37.98226,23.763051
60212,38.053502,23.767037
110192,36.614986,27.83478
420008,37.747941,23.429644
470134,41.129942,25.39324
67130,38.043077,23.753526
220092,37.671912,21.501509
420332,37.942405,23.645242
420333,37.943071,23.643556
410185,37.130429,21.874585
430013,40.79592,22.415238
64012,37.933605,23.711366
130571,38.393524,23.801162
64021,37.9466,23.70568
240139,34.999689,25.382183
320033,37.951321,22.563259
430017,40.787125,22.235057
290030,38.22899,20.47573
360139,39.91579,22.147005
50225,39.165798,21.032562
50226,39.167327,21.032282
50227,39.166815,21.033949
450042,38.955495,20.753068
60257,37.98226,23.763051
60257,37.98226,23.763051
60212,38.053502,23.767037
490359,41.143758,23.442633
